Province,Farm_ID,c1_Soil_pH,c2_CaCO3,c3_OM,c4_K2O,c5_Sand,c6_Clay,c7_Nitrogen,c8_Phosphorous,c9_Potassium,c10_SowingRate,Y_GrainYield
Province_32,Farm_32,8.18,5.13,3.13,,48.37,34.54,16.21,30.46,,134.49,2469.89
Province_32,Farm_33,7.8,15.77,,236.63,72.86,,39.96,34.18,19.96,228.44,3729.06
Province_32,Farm_34,7.26,15.15,2.94,67.75,,41.07,43.99,15.18,6.06,142.53,4791.48
Province_33,Farm_1,7.04,1.76,1.49,394.97,53.32,42.04,34.12,13.57,21.11,,4168.63
Province_33,Farm_2,8.35,25.9,3.42,222.75,,28.45,13.08,16.46,20.68,203.0,3273.94
Province_33,Farm_3,8.31,23.68,0.94,281.93,66.9,37.62,20.25,36.49,16.72,158.47,3426.3
Province_33,Farm_4,6.65,,3.97,138.49,45.48,,4.46,39.83,18.66,154.92,3701.17
Province_33,Farm_5,8.44,15.99,3.55,131.74,33.7,42.35,2.45,38.11,15.15,275.14,4781.16
Province_33,Farm_6,7.65,13.85,3.37,233.04,55.46,37.32,26.51,38.29,2.25,295.32,4373.75
Province_33,Farm_7,7.46,,3.84,85.0,29.64,49.06,6.59,,1.95,298.4,3528.61
Province_33,Farm_8,6.85,28.34,3.52,,29.23,24.96,43.84,,13.05,170.26,3623.2
Province_33,Farm_9,7.23,,2.39,150.69,22.97,32.19,18.68,5.48,7.66,191.51,3750.16
Province_33,Farm_10,6.66,5.25,1.04,128.54,68.07,17.77,24.56,,,241.27,3086.59
Province_33,Farm_11,8.0,12.97,3.51,100.16,36.46,42.42,26.9,11.59,8.75,107.75,3375.0
Province_33,Farm_12,6.02,18.38,3.53,228.56,66.39,21.77,36.08,14.21,22.25,111.63,3415.78
Province_33,Farm_13,7.45,28.57,3.83,268.74,42.1,34.7,16.04,46.21,12.26,145.91,3168.93
Province_33,Farm_14,6.97,28.51,1.13,97.16,,39.69,28.95,1.24,6.49,131.99,4435.62
Province_33,Farm_15,,,2.13,76.64,,14.37,23.77,13.7,15.77,262.19,4652.87
Province_33,Farm_16,7.82,0.7,2.8,121.06,39.06,21.5,23.51,35.24,10.31,109.81,3631.44
Province_33,Farm_17,8.17,4.83,0.64,119.98,26.51,48.51,7.02,15.17,10.1,253.72,3255.26
Province_33,Farm_18,8.41,5.94,2.99,323.35,26.05,26.52,32.65,25.83,19.79,106.5,3277.9
Province_33,Farm_19,8.15,,,204.86,55.09,43.84,46.83,15.45,0.78,263.55,4072.68
Province_33,Farm_20,6.96,11.29,3.94,226.94,49.44,24.72,17.64,33.13,,154.39,3470.28
Province_33,Farm_21,6.66,25.13,2.79,,68.82,38.15,24.91,37.44,12.89,236.95,3668.24
Province_33,Farm_22,7.13,25.4,1.49,265.37,62.14,31.11,5.26,24.61,18.41,119.47,2000.0
Province_33,Farm_23,6.13,0.48,3.66,191.24,55.33,,40.25,1.02,17.98,149.12,4215.08
Province_33,Farm_24,6.73,23.03,3.94,284.83,45.95,33.2,43.9,34.87,20.54,280.26,3663.35
Province_33,Farm_25,7.53,1.47,2.93,124.62,71.81,12.65,38.86,31.47,9.98,197.8,3689.4
Province_33,Farm_26,7.14,2.6,1.12,67.24,30.04,21.85,8.76,16.45,2.05,207.0,3388.97
Province_33,Farm_27,6.67,27.14,2.66,155.82,35.21,19.91,,34.68,,284.35,3882.64
Province_33,Farm_28,7.52,15.37,2.68,125.74,25.62,44.82,,36.74,0.23,274.65,3627.25
Province_33,Farm_29,8.47,4.11,3.56,142.26,48.18,45.2,47.91,13.23,22.11,281.23,5056.92
Province_33,Farm_30,,,2.79,79.36,22.19,37.4,0.94,25.14,1.02,168.66,4032.34
Province_33,Farm_31,7.67,15.28,3.12,80.19,66.36,36.08,11.38,2.29,21.51,151.9,4051.87
Province_33,Farm_32,6.18,13.66,2.62,105.16,68.01,34.93,47.46,24.12,20.34,197.46,3604.28
Province_33,Farm_33,6.08,19.07,1.67,154.36,,19.57,27.14,,2.78,264.69,4011.77
Province_34,Farm_1,6.95,29.33,1.44,249.04,35.52,40.05,9.27,15.09,5.82,287.0,3825.54
Province_34,Farm_2,8.25,25.52,2.3,141.9,33.58,36.13,,44.1,15.33,116.46,4081.74
Province_34,Farm_3,7.3,14.55,3.29,117.06,44.25,41.41,,24.92,,266.69,4412.78
Province_34,Farm_4,7.74,14.62,3.37,253.67,41.64,12.61,,19.55,22.67,237.52,3777.49
Province_34,Farm_5,7.83,7.44,1.96,95.98,,,7.07,32.03,0.37,121.52,3280.62
Province_34,Farm_6,,20.62,3.02,254.28,40.32,36.69,15.06,48.53,5.02,209.25,2899.18
Province_34,Farm_7,8.42,1.41,0.97,,29.25,13.88,8.53,15.59,13.47,171.07,4492.14
Province_34,Farm_8,8.29,16.54,2.33,332.15,79.26,48.91,43.56,36.85,20.26,276.42,3550.53
Province_34,Farm_9,7.56,6.58,3.56,258.52,23.31,19.02,20.17,45.41,6.8,147.9,3858.19
Province_34,Farm_10,7.72,2.74,2.53,50.85,23.42,48.58,43.43,11.2,,282.72,4309.35
Province_34,Farm_11,7.34,16.97,3.22,,48.0,49.4,,,24.32,,2968.19
Province_34,Farm_12,8.07,11.27,1.27,204.77,26.61,25.46,,4.56,17.65,232.77,4632.91
Province_34,Farm_13,8.31,24.13,,318.79,75.42,22.04,,19.43,18.96,290.65,5210.0
Province_34,Farm_14,6.77,23.42,3.93,59.14,25.13,44.26,,24.94,10.28,264.45,3775.43
Province_34,Farm_15,7.81,24.02,2.18,288.36,62.94,32.55,9.95,35.61,12.22,245.93,4193.98
Province_34,Farm_16,,3.17,2.46,212.76,59.32,28.74,17.49,40.09,22.94,193.37,3772.83
Province_34,Farm_17,7.6,5.8,0.64,388.09,35.39,23.76,23.12,6.86,1.13,139.27,3553.26
Province_34,Farm_18,7.94,21.93,2.73,349.62,,31.35,3.22,2.08,,164.13,3316.71
Province_34,Farm_19,7.29,24.38,1.66,,37.4,29.85,47.86,1.76,10.88,133.52,4059.9
Province_34,Farm_20,6.65,2.79,1.68,141.52,,25.91,9.53,22.7,8.09,217.7,4471.57
Province_34,Farm_21,7.84,19.78,2.08,,37.63,22.18,21.26,22.34,19.09,117.49,4356.52
Province_34,Farm_22,,,1.98,325.62,,35.97,41.38,32.07,2.7,269.21,3523.12
Province_34,Farm_23,7.27,0.92,3.64,325.71,61.06,39.33,49.45,3.32,1.32,239.33,4162.77
Province_34,Farm_24,6.6,29.04,1.97,,35.04,43.46,42.15,35.12,17.63,128.83,4129.97
Province_34,Farm_25,,10.36,,350.65,57.47,27.43,5.92,9.3,6.44,148.83,3971.47
Province_34,Farm_26,7.56,3.87,1.38,311.3,76.79,33.33,28.09,,9.37,124.18,2746.87
Province_34,Farm_27,6.37,26.45,2.11,125.9,59.28,32.01,43.74,18.65,2.29,190.82,4073.24
Province_34,Farm_28,7.58,2.6,2.39,354.7,37.76,29.11,45.61,20.84,3.71,196.89,3851.2
Province_34,Farm_29,8.01,8.09,0.72,376.81,32.76,25.47,16.51,13.93,9.83,219.43,3993.45
Province_34,Farm_30,7.41,28.14,2.64,185.48,73.62,44.18,25.92,37.38,0.92,122.75,3649.06
Province_34,Farm_31,7.29,11.23,1.83,81.29,,44.28,8.64,41.02,20.58,107.44,4232.48
Province_34,Farm_32,,14.91,1.77,,36.41,18.19,11.35,7.26,16.87,178.3,4139.72
Province_34,Farm_33,6.96,3.11,1.97,200.12,41.38,,6.66,17.04,2.56,104.94,3227.95
Province_34,Farm_34,6.79,0.31,2.53,253.59,68.97,42.49,9.21,14.68,15.47,216.03,3929.98
Province_35,Farm_1,6.13,10.45,1.07,181.76,29.95,47.57,15.86,39.13,20.59,237.55,3564.62
Province_35,Farm_2,8.14,22.35,2.32,119.69,,36.64,16.99,,,286.3,4758.39
Province_35,Farm_3,6.66,20.04,0.75,156.76,40.81,27.43,26.19,41.1,5.98,188.32,3908.6
Province_35,Farm_4,6.59,5.26,1.48,388.11,36.24,24.33,28.46,23.58,0.3,292.3,4195.2
Province_35,Farm_5,6.34,14.54,3.89,,56.09,46.65,,27.17,1.92,254.67,5001.85
Province_35,Farm_6,6.41,14.92,1.15,153.98,64.11,,22.8,38.1,21.85,234.69,3752.04
Province_35,Farm_7,6.98,24.54,3.49,272.26,77.33,17.15,,22.82,21.86,255.26,3117.44
Province_35,Farm_8,7.0,29.16,,222.77,63.68,41.22,1.54,12.08,9.36,140.26,2600.84
Province_35,Farm_9,7.19,16.35,3.87,54.45,46.9,32.12,13.97,18.76,23.76,142.89,3071.41
Province_35,Farm_10,6.57,21.97,0.75,232.59,58.18,,42.41,3.28,22.71,128.17,3599.95
Province_35,Farm_11,7.0,1.24,,116.86,36.15,17.82,6.32,25.93,7.42,187.55,4037.22
Province_35,Farm_12,6.53,4.33,3.92,397.29,78.94,21.02,34.05,12.14,,185.56,3945.78
Province_35,Farm_13,6.09,9.17,3.2,158.33,63.97,26.59,16.19,15.82,,266.5,4519.19
Province_35,Farm_14,6.11,16.85,3.54,,,23.01,0.35,39.3,8.94,151.02,3736.68
Province_35,Farm_15,8.26,,1.78,69.69,,22.59,45.45,,7.58,157.36,3882.51
Province_35,Farm_16,7.74,11.88,2.79,71.89,57.71,35.31,20.84,23.23,6.16,248.56,3467.48
Province_35,Farm_17,,28.97,3.65,75.05,43.16,10.24,6.96,35.53,9.19,150.89,3348.16
Province_35,Farm_18,7.97,12.14,0.91,199.89,51.99,46.82,23.5,49.25,9.25,171.23,2872.24
Province_35,Farm_19,7.5,13.21,0.85,,28.21,29.17,8.55,24.93,16.66,,3753.22
Province_35,Farm_20,8.06,8.69,3.77,260.03,34.03,47.49,33.65,1.04,0.1,277.53,4120.6
Province_35,Farm_21,7.91,1.93,2.52,147.7,,40.93,28.47,29.46,24.87,,4973.5
Province_35,Farm_22,8.18,11.42,1.28,323.77,29.94,43.26,4.81,0.14,3.43,244.13,4334.03
Province_35,Farm_23,6.07,20.69,3.26,294.08,54.92,40.21,8.74,21.79,3.43,290.54,2843.19
Province_35,Farm_24,6.99,17.05,3.25,230.39,26.33,34.58,31.66,19.66,,265.7,5592.35
Province_35,Farm_25,8.06,27.38,1.73,101.19,78.12,11.44,23.21,15.01,10.13,,4181.84
Province_35,Farm_26,6.82,1.88,,208.33,41.8,25.28,24.47,31.63,23.19,,3265.78
Province_35,Farm_27,7.33,5.32,3.01,380.93,23.02,25.83,11.64,7.3,21.44,164.57,4662.55
Province_35,Farm_28,7.36,2.2,0.64,272.81,79.33,27.15,45.55,25.55,,101.5,4041.46
Province_35,Farm_29,7.57,19.42,3.14,155.27,30.56,45.11,31.98,,18.07,211.63,4417.91
Province_35,Farm_30,7.09,5.2,,282.6,45.2,48.0,23.34,43.48,19.3,,3660.3
Province_36,Farm_1,8.13,2.56,0.61,334.43,38.81,28.47,8.62,36.17,17.53,170.77,3473.44
Province_36,Farm_2,6.64,23.53,,391.85,44.03,49.34,11.16,29.01,,,3944.39
Province_36,Farm_3,7.74,14.2,1.61,97.31,63.27,47.76,38.23,,8.94,239.9,4844.39
Province_36,Farm_4,8.07,,2.87,93.8,66.17,48.31,38.78,13.75,17.04,295.29,4119.08
Province_36,Farm_5,,26.99,0.58,90.13,34.57,43.6,37.81,10.18,3.35,240.01,4705.64
Province_36,Farm_6,7.03,27.8,1.71,,68.07,12.65,21.07,28.98,22.72,123.75,3504.4
Province_36,Farm_7,,29.14,1.49,125.79,67.59,27.8,,10.11,5.36,209.39,4048.71
Province_36,Farm_8,6.27,29.89,,68.78,53.67,48.57,25.99,8.28,5.14,264.03,3752.33
Province_36,Farm_9,6.96,12.93,2.31,372.89,,16.02,36.67,29.06,0.88,,3490.4
Province_36,Farm_10,7.85,29.82,2.49,229.94,34.63,20.57,,12.85,,126.65,3737.38
Province_36,Farm_11,,20.67,0.87,328.82,49.72,38.77,7.3,34.65,22.13,145.35,4281.88
Province_36,Farm_12,7.65,23.95,3.07,389.75,32.32,47.95,31.68,17.0,20.63,110.79,4144.65
Province_36,Farm_13,6.83,2.27,1.32,133.73,76.33,11.73,21.52,37.42,24.89,144.65,3811.09
Province_36,Farm_14,6.3,5.54,1.83,199.66,49.81,45.54,,6.06,21.63,210.94,3673.09
Province_36,Farm_15,7.9,0.58,3.15,379.21,70.72,16.7,20.91,40.58,12.56,195.86,4383.82
Province_36,Farm_16,7.14,15.8,2.93,178.03,53.68,38.18,6.65,19.73,6.09,209.57,3895.73
Province_36,Farm_17,8.07,11.91,,176.45,24.91,32.43,16.34,40.34,13.11,234.71,4282.8
Province_36,Farm_18,6.23,10.01,0.64,320.43,25.7,,3.14,16.42,17.34,171.24,3336.38
Province_36,Farm_19,7.82,29.93,1.88,174.1,26.12,48.67,32.68,22.49,10.72,224.82,3970.11
Province_36,Farm_20,8.06,28.09,1.46,178.87,77.02,,,7.57,5.26,134.44,3642.71
Province_36,Farm_21,8.49,13.59,3.84,174.95,70.35,25.01,43.13,48.28,14.35,208.22,4610.69
Province_36,Farm_22,6.58,21.64,2.21,328.0,68.67,,41.13,42.51,10.81,283.45,4283.95
Province_36,Farm_23,7.61,3.06,3.8,76.21,,45.04,,18.78,10.75,226.84,2951.06
Province_36,Farm_24,6.66,9.15,,213.93,65.81,44.63,,0.06,21.27,214.94,3805.84
Province_36,Farm_25,8.03,11.7,,140.32,25.13,,22.19,44.57,7.26,282.43,3915.61
Province_36,Farm_26,6.44,16.8,,194.05,35.95,29.04,34.89,1.23,16.72,268.05,3754.07
Province_36,Farm_27,6.51,,2.15,345.29,22.53,,6.96,7.91,4.04,289.61,4394.63
Province_36,Farm_28,,17.1,3.0,198.06,32.91,34.39,34.79,40.47,16.19,242.96,3986.25
Province_36,Farm_29,6.76,11.17,2.38,125.55,,43.05,,7.57,5.51,202.75,3722.53
Province_36,Farm_30,6.77,12.83,1.42,345.34,62.43,28.59,49.68,16.54,11.65,299.03,4333.71
Province_37,Farm_1,6.41,1.96,2.33,329.45,70.33,47.81,1.16,,18.41,,3430.87
Province_37,Farm_2,6.79,4.56,3.84,362.43,28.16,34.83,45.71,4.55,19.84,246.47,4374.04
Province_37,Farm_3,6.17,8.29,1.96,122.34,27.91,46.41,32.29,41.16,18.65,177.89,3867.47
Province_37,Farm_4,7.65,7.24,1.09,205.91,56.66,33.86,14.49,42.33,1.52,244.96,3655.87
Province_37,Farm_5,7.17,10.95,0.64,306.34,57.33,23.61,26.69,30.01,16.41,186.63,3227.29
Province_37,Farm_6,8.09,6.35,3.83,72.66,64.21,29.4,13.22,11.63,21.67,272.44,4358.57
Province_37,Farm_7,,1.53,3.79,103.6,68.66,49.46,35.08,46.92,,234.47,3976.64
Province_37,Farm_8,7.17,18.18,1.44,241.93,66.52,13.3,30.81,6.12,23.06,290.55,3729.99
Province_37,Farm_9,6.74,10.45,1.75,339.65,29.79,33.73,41.19,37.09,8.12,,3338.68
Province_37,Farm_10,6.89,1.59,2.68,314.25,58.6,28.0,3.04,41.9,0.41,194.68,3898.17
Province_37,Farm_11,7.69,1.94,,314.81,71.53,17.57,1.27,6.89,10.61,250.5,3830.61
Province_37,Farm_12,8.24,12.74,,94.03,52.34,39.86,,12.6,20.24,175.27,4343.17
Province_37,Farm_13,6.53,,1.99,98.08,69.75,49.54,46.14,,9.91,153.59,3529.47
Province_37,Farm_14,8.39,24.6,1.0,290.62,56.54,24.5,10.46,15.9,21.56,,3117.39
Province_37,Farm_15,6.05,14.45,1.06,386.97,31.61,13.48,47.07,36.09,3.24,,3280.3
Province_37,Farm_16,8.41,12.05,2.02,130.39,78.86,17.55,20.49,11.13,7.84,264.59,4253.97
Province_37,Farm_17,6.52,26.07,,184.7,45.88,45.55,30.58,31.34,14.65,229.34,4433.78
Province_37,Farm_18,8.2,13.28,2.74,365.7,73.77,36.68,31.37,2.09,3.77,209.07,3893.34
Province_37,Farm_19,,11.88,2.73,263.41,45.19,,43.82,15.73,6.26,280.25,4066.3
Province_37,Farm_20,6.67,29.12,,147.31,73.12,48.5,48.26,,23.47,164.99,3769.06
Province_37,Farm_21,6.68,14.48,2.92,112.24,67.46,29.64,4.92,49.09,11.66,171.39,3678.51
Province_37,Farm_22,7.74,5.54,1.53,230.57,53.56,15.99,,,,235.98,3691.73
Province_37,Farm_23,7.84,,0.97,390.82,,47.85,1.52,19.38,19.97,191.99,3749.73
Province_37,Farm_24,6.15,5.15,3.39,332.65,44.47,16.05,,5.98,7.56,,4676.17
Province_37,Farm_25,7.43,6.4,1.86,225.26,51.5,12.8,,,,200.01,3689.0
Province_37,Farm_26,6.8,,1.61,276.95,40.63,12.4,20.18,19.08,14.24,,2555.37
Province_37,Farm_27,7.83,22.74,0.83,394.01,52.42,38.75,15.99,36.05,12.56,190.2,4190.9
Province_37,Farm_28,7.27,24.62,2.32,255.28,34.31,19.53,4.82,43.69,11.78,234.31,3786.53
Province_37,Farm_29,7.17,3.62,1.62,108.71,25.39,,34.78,,11.58,149.32,3875.63
Province_37,Farm_30,7.63,15.16,2.99,356.42,72.48,28.63,7.16,42.73,0.56,,4623.32
Province_37,Farm_31,7.22,,1.94,329.56,36.11,16.47,37.22,45.6,12.5,273.64,3588.32
Province_37,Farm_32,8.47,15.7,1.78,381.78,70.93,45.65,13.51,36.84,1.4,110.63,2798.89
Province_37,Farm_33,6.63,24.78,3.8,293.51,29.93,10.39,32.08,11.19,1.03,299.8,3492.26
Province_37,Farm_34,8.13,3.98,1.79,351.67,71.4,24.18,4.38,24.45,18.56,172.94,3495.0
Province_37,Farm_35,7.65,27.98,1.03,322.7,53.69,41.79,19.06,47.37,1.62,,4121.18
Province_38,Farm_1,6.44,5.97,0.89,131.25,50.26,15.68,3.26,28.07,13.93,103.55,3223.96
Province_38,Farm_2,7.9,18.0,2.59,198.7,56.59,22.66,30.61,46.88,15.66,289.37,3624.79
Province_38,Farm_3,8.03,3.29,2.8,252.09,59.0,21.84,,32.0,8.59,261.27,4146.97
Province_38,Farm_4,6.9,24.94,1.2,276.57,,40.54,10.88,17.57,15.3,216.9,4364.66
Province_38,Farm_5,7.87,24.98,1.6,385.22,63.34,45.39,,25.8,8.72,,3525.96
Province_38,Farm_6,8.07,19.56,3.2,106.12,23.75,44.48,22.35,11.65,,146.42,3431.22
Province_38,Farm_7,7.96,27.46,3.19,321.92,32.91,45.6,3.27,8.59,5.88,196.22,2992.45
Province_38,Farm_8,7.67,11.58,2.49,349.52,50.51,49.83,46.22,9.8,5.28,,3409.52
Province_38,Farm_9,8.01,20.22,1.08,170.3,48.32,49.38,40.26,49.72,19.78,161.0,3753.48
Province_38,Farm_10,7.56,3.53,2.36,101.45,44.3,49.44,16.43,24.42,13.43,168.51,3214.42
Province_38,Farm_11,6.62,20.87,3.76,302.3,67.44,,4.84,26.95,19.34,184.94,3568.25
Province_38,Farm_12,6.01,26.47,1.73,120.28,25.14,41.57,11.36,9.8,21.81,146.16,3756.04
Province_38,Farm_13,6.63,6.08,2.02,220.52,74.01,25.51,42.2,8.03,5.09,108.94,3279.43
Province_38,Farm_14,7.19,0.36,3.69,183.26,40.08,18.49,10.1,1.61,3.13,226.64,3477.42
Province_38,Farm_15,8.38,0.49,2.86,147.78,52.06,39.39,23.77,41.9,14.31,114.35,2746.07
Province_38,Farm_16,6.19,6.05,2.37,359.14,60.83,16.45,20.73,48.75,,201.38,3731.57
Province_38,Farm_17,8.01,28.17,,,69.73,14.41,23.34,21.09,14.87,151.29,3942.7
Province_38,Farm_18,7.73,5.46,2.91,96.34,69.63,28.66,2.38,7.14,17.7,168.06,3794.05
Province_38,Farm_19,7.94,13.06,1.46,63.75,70.43,35.59,45.03,12.82,10.38,172.32,3751.07
Province_38,Farm_20,7.08,4.96,1.67,231.91,,,6.14,21.63,,149.04,3040.23
Province_38,Farm_21,8.29,20.57,3.85,370.85,29.21,32.31,35.47,37.85,24.86,142.29,3410.83
Province_38,Farm_22,6.29,21.2,3.14,256.27,52.37,30.06,21.96,40.59,1.15,250.29,4135.52
Province_38,Farm_23,7.19,,3.13,250.16,71.13,38.68,,24.65,19.2,282.92,3924.34
Province_38,Farm_24,8.47,25.66,,90.33,61.23,11.23,,31.6,9.58,232.5,3981.53
Province_38,Farm_25,7.55,20.18,2.34,279.83,,21.63,25.64,5.91,17.86,284.35,4672.64
Province_38,Farm_26,7.0,16.05,0.53,295.85,26.83,49.0,12.26,12.07,3.35,241.88,3719.68
Province_38,Farm_27,8.27,27.82,1.01,287.4,58.63,46.58,22.09,40.44,7.58,227.16,3824.96
Province_38,Farm_28,8.38,10.18,3.72,361.6,48.1,43.22,48.9,,1.41,217.33,3535.58
Province_38,Farm_29,,19.69,3.53,310.07,40.94,11.16,35.83,21.79,24.2,172.08,4532.34
Province_38,Farm_30,6.63,27.22,3.7,324.78,46.09,27.99,27.83,31.75,12.8,135.63,4309.42
Province_38,Farm_31,7.36,26.45,0.53,223.89,52.86,14.72,14.02,49.46,22.3,138.99,3194.35
Province_38,Farm_32,7.03,16.72,,247.94,70.56,41.31,28.05,7.48,,167.72,3204.86
Province_38,Farm_33,,18.98,1.67,84.3,57.75,18.27,,45.53,6.65,186.19,3642.98
Province_38,Farm_34,6.25,20.61,1.74,179.86,,13.5,21.1,2.94,1.17,202.9,3812.52
Province_38,Farm_35,6.51,,2.11,172.1,35.62,10.99,16.48,47.21,13.81,273.58,4894.39
Province_39,Farm_1,6.83,14.61,3.32,162.91,22.84,22.82,44.18,22.53,7.06,262.37,4855.36
Province_39,Farm_2,6.3,12.59,3.68,369.33,72.37,11.1,5.98,31.37,13.95,213.56,3083.12
Province_39,Farm_3,8.42,4.35,0.68,166.7,29.33,24.42,18.8,43.7,1.35,124.72,3554.18
Province_39,Farm_4,7.02,27.45,1.83,,,37.98,32.21,40.01,4.43,,4192.58
Province_39,Farm_5,7.85,22.09,2.65,248.05,72.32,27.53,19.11,,3.43,,3954.08
Province_39,Farm_6,7.17,19.52,0.87,74.02,49.85,25.77,25.45,36.37,16.57,283.2,3912.93
Province_39,Farm_7,7.98,12.65,2.07,248.96,66.55,33.31,17.47,3.97,15.72,218.47,3886.86
Province_39,Farm_8,,10.16,0.72,278.45,44.65,20.35,13.39,34.59,17.91,100.34,3951.81
Province_39,Farm_9,8.05,20.68,1.26,221.13,74.96,34.24,,31.8,8.18,238.06,4470.99
Province_39,Farm_10,,0.5,1.79,199.58,44.77,,2.78,36.45,17.94,289.19,4526.9
Province_39,Farm_11,,14.27,2.75,250.43,38.79,27.97,44.4,46.99,,298.86,2837.69
Province_39,Farm_12,,26.24,0.53,140.59,36.24,13.5,38.91,1.95,14.16,146.79,4160.51
Province_39,Farm_13,7.74,11.0,3.12,193.42,24.51,28.11,32.81,39.27,7.3,101.96,4341.41
Province_39,Farm_14,7.89,10.35,1.95,193.87,63.86,12.73,21.77,29.34,1.97,191.03,4462.11
Province_39,Farm_15,7.55,0.53,3.85,391.32,32.2,38.96,,23.34,,154.41,4556.05
Province_39,Farm_16,,22.52,2.67,358.54,69.48,33.0,38.45,7.99,3.54,269.08,4148.72
Province_39,Farm_17,7.5,,0.9,145.11,71.35,47.92,49.97,,5.41,178.68,4022.94
Province_39,Farm_18,6.74,12.64,3.34,129.25,46.08,13.83,,0.52,9.78,249.86,3635.09
Province_39,Farm_19,7.41,16.4,3.12,,70.2,26.4,32.04,45.34,,233.93,4863.99
Province_39,Farm_20,8.07,0.19,,120.78,38.51,41.88,4.05,1.23,16.62,196.94,4305.58
Province_39,Farm_21,6.38,26.01,2.79,266.01,47.29,43.88,47.18,44.6,4.07,165.22,4109.18
Province_39,Farm_22,7.54,22.59,3.28,369.2,56.7,,,28.94,22.15,209.16,4828.3
Province_39,Farm_23,6.99,5.79,3.97,116.05,65.9,25.82,23.38,29.29,22.53,133.89,3689.74
Province_39,Farm_24,7.34,6.23,1.31,92.16,63.33,39.64,48.58,34.65,10.52,201.39,4220.47
Province_39,Farm_25,6.05,1.56,3.73,,77.79,26.77,46.71,14.19,9.61,161.12,3856.84
Province_39,Farm_26,,13.18,,268.19,75.85,24.72,15.63,17.56,,217.78,4360.07
Province_39,Farm_27,6.85,29.8,1.31,251.37,21.89,31.37,33.51,30.26,0.88,293.39,3914.09
Province_39,Farm_28,6.25,7.26,1.73,148.37,41.04,34.15,34.31,,,219.74,4025.99
Province_39,Farm_29,8.29,16.4,3.55,321.43,70.16,18.25,24.72,37.66,14.37,238.4,4424.73
Province_39,Farm_30,,28.5,0.79,215.82,21.74,10.07,14.72,8.91,9.62,138.41,3235.73
Province_39,Farm_31,6.55,16.18,0.57,184.52,45.11,,12.76,27.36,18.03,232.27,4295.92
Province_39,Farm_32,6.26,18.06,1.42,79.41,69.52,26.68,42.89,28.9,4.63,224.06,4004.53
Province_39,Farm_33,6.06,22.29,2.1,85.95,68.19,15.78,4.91,39.08,21.33,224.83,3677.04
Province_39,Farm_34,6.24,10.74,3.88,331.05,79.41,27.88,46.6,29.62,4.16,109.27,3254.98
Province_39,Farm_35,6.22,8.61,2.69,78.85,21.67,28.13,16.48,14.26,2.95,182.97,3755.74
Province_40,Farm_1,6.0,28.6,2.7,391.91,47.53,28.13,17.54,1.54,5.78,,3558.46
Province_40,Farm_2,6.02,4.05,1.29,221.51,,35.24,26.02,14.34,7.6,110.55,3422.72
Province_40,Farm_3,7.8,9.44,1.05,90.39,60.77,18.08,25.73,35.93,,136.71,3752.1
Province_40,Farm_4,6.33,23.12,3.09,208.05,55.07,16.35,31.99,33.23,16.88,217.15,4178.54
Province_40,Farm_5,8.28,12.97,1.64,319.25,71.61,48.15,15.25,29.65,17.23,,3547.28
Province_40,Farm_6,6.22,4.17,0.79,,28.36,29.36,21.56,25.15,22.16,264.42,4726.0
Province_40,Farm_7,6.3,4.2,2.65,262.79,22.68,45.98,1.04,25.68,24.36,242.12,2943.8
Province_40,Farm_8,7.79,5.77,,243.71,77.24,41.67,,40.41,11.9,175.19,3295.22
Province_40,Farm_9,6.77,28.77,1.76,143.65,,33.92,41.49,32.34,12.95,271.12,4577.9
Province_40,Farm_10,6.11,29.18,3.03,370.37,45.37,23.41,21.98,,23.0,111.01,3636.12
Province_40,Farm_11,8.27,20.11,2.01,,44.77,48.7,49.17,30.61,24.82,,3406.89
Province_40,Farm_12,8.03,2.81,2.89,82.39,39.55,11.12,43.16,,18.92,112.04,2737.88
Province_40,Farm_13,7.35,9.38,1.46,154.59,51.28,41.93,10.36,31.92,4.58,294.71,4482.57
Province_40,Farm_14,8.1,2.44,,354.9,69.66,45.28,25.02,10.68,13.77,263.41,3711.99
Province_40,Farm_15,7.22,11.96,2.24,168.03,36.09,39.47,46.72,26.67,21.31,219.85,3723.02
Province_40,Farm_16,6.88,26.39,2.58,396.17,26.1,43.35,39.47,46.75,16.89,165.86,3522.23
Province_40,Farm_17,8.38,23.39,2.3,197.7,33.22,33.53,8.99,8.97,21.38,134.85,3211.24
Province_40,Farm_18,6.29,,,298.48,57.75,35.24,48.06,46.47,,212.32,3600.04
Province_40,Farm_19,,5.46,1.71,300.98,,35.62,,16.7,9.94,151.43,4035.01
Province_40,Farm_20,6.07,25.24,1.86,331.78,27.52,12.23,28.61,,,185.25,3776.73
Province_40,Farm_21,7.5,,1.99,224.67,44.44,,8.06,47.63,5.1,210.36,4133.91
Province_40,Farm_22,8.09,27.62,1.16,145.36,56.69,49.46,10.86,9.45,0.6,248.69,3852.02
Province_40,Farm_23,7.12,8.7,1.85,193.26,45.21,41.3,31.38,18.8,,218.07,4409.71
Province_40,Farm_24,7.43,21.55,1.69,,39.74,,30.48,42.01,13.09,,3992.3
Province_40,Farm_25,8.19,2.23,2.61,183.43,37.59,11.36,14.04,6.24,14.31,191.73,3909.06
Province_40,Farm_26,8.11,3.45,3.2,304.64,64.49,,2.25,27.82,2.09,206.58,4076.81
